sampleID,Kartez,family,genus_new,species_new,genus_old,species_old,Native,PhotoPath,LifeHistory,FunctionalGroup,site,lf_sum_area,lf_n_pieces,lf_whole_ind,lf_wet_mass,lf_dry_mass,sla,ldmc,lf_petiole_ind,lf_iso_mass,lf_iso_d15N,lf_iso_d13C,lf_iso_pN,lf_iso_pC,lf_iso_CN,stem_wet_mass,stem_length,stem_diam_1,stem_diam_2,root_wet_mass,root_length,root_diam_1,root_diam_2,stem_dry_mass_1,stem_dry_mass_2,sdmc,sdens,root_dry_mass_1,root_dry_mass_2,rdmc,rdens,fine_root_length_sum,fine_root_p95_diam,fine_root_volume_sum,fine_root_wet_mass,fine_root_dry_mass,fr_dmc,srl,fr_dens,seed_mass_sum,seed_n,seed_mass
743,HYFIC,Asteraceae,Hymenopappus,filifolius,Hymenopappus,filifolius,y,C3,p,f,core_blue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,IPCO2,Convolvulaceae,Ipomoea,costellata,Ipomoea,costellata,y,C3,a,f,core_blue,6.00772992,6,TRUE,0.1565,0.0293,205.0419768,0.187220447,FALSE,NA,NA,NA,NA,NA,NA,0.0183,33.8,0.4,0.4,0.0275,36.4,0.7,0.2,0.0058,0.0055,0.300546448,0.001294901,0.0072,0.0067,0.243636364,0.001049374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,IPCO2,Convolvulaceae,Ipomoea,costellata,Ipomoea,costellata,y,C3,a,f,core_blue,7.48127536,5,TRUE,0.2054,0.0305,245.2877167,0.14849075,FALSE,3.278,3.0594375,-27.416375,3.34746996,48.00287803,14.34004744,0.0401,42.3,0.7,0.5,0.08,25.8,1.6,1.5,0.0114,0.0109,0.271820449,9.03008e-4,0.0202,0.02,0.25,4.10683e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,IPCO2,Convolvulaceae,Ipomoea,costellata,Ipomoea,costellata,y,C3,a,f,core_blue,5.36321508,5,TRUE,0.1443,0.0226,237.3104018,0.156618157,FALSE,NA,NA,NA,NA,NA,NA,0.0247,28.4,0.7,0.7,0.0167,20.1,0.4,0.4,0.0063,0.006,0.24291498,5.48968e-4,0.0035,0.0034,0.203592814,0.001346088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321,IPCO2,Convolvulaceae,Ipomoea,costellata,Ipomoea,costellata,y,C3,a,f,core_blue,9.45094884,5,TRUE,0.2585,0.031,304.8693174,0.119922631,FALSE,3.24,3.2820375,-26.840375,4.018678558,47.64355768,11.85552838,0.0184,16.4,0.8,0.8,0.1286,50.3,1.6,0.7,0.0037,0.0034,0.184782609,4.12445e-4,0.0276,0.0273,0.212286159,4.97153e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322,IPCO2,Convolvulaceae,Ipomoea,costellata,Ipomoea,costellata,y,C3,a,f,core_blue,7.86256492,5,TRUE,0.2165,0.0384,204.7542948,0.177367206,FALSE,3.277,-0.0629625,-27.869375,1.491753327,46.7646901,31.34880898,0.0268,30.7,0.6,0.6,0.0408,26.8,1.1,0.6,0.0082,0.0081,0.302238806,9.33157e-4,0.0103,0.0102,0.25,6.51917e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,IPPU4,Polemoniaceae,Ipomopsis,pumila,Ipomopsis,pumila,y,C3,a,f,core_black,2.032254,7,TRUE,0.1015,0.0157,129.4429299,0.154679803,FALSE,3.178,3.079444444,-28.09855556,1.88580004,43.52208807,23.07884566,0.0462,16.3,1.9,1.5,0.0378,37.5,1.2,0.6,0.0113,0.0114,0.246753247,3.06712e-4,0.0115,0.0116,0.306878307,4.68876e-4,NA,NA,NA,6.41,0.215,0.033541342,NA,NA,NA,NA,NA
707,IPPU4,Polemoniaceae,Ipomopsis,pumila,Ipomopsis,pumila,y,C3,a,f,core_black,1.177417,6,TRUE,0.0513,0.0084,140.1686905,0.16374269,FALSE,NA,NA,NA,NA,NA,NA,0.0217,21,0.9,0.9,0.0141,12.5,0.9,1.1,0.0054,0.0051,0.235023041,3.81748e-4,0.0043,0.0046,0.326241135,4.66996e-4,NA,NA,NA,1.34,0.32,0.23880597,NA,NA,NA,NA,NA
708,IPPU4,Polemoniaceae,Ipomopsis,pumila,Ipomopsis,pumila,y,C3,a,f,core_black,1.89225428,6,TRUE,0.0823,0.0125,151.3803424,0.151883354,FALSE,3.031,3.639444444,-27.46455556,2.144535272,43.14686562,20.11944787,0.046,18.8,1.7,1.5,0.0184,16.4,1.2,0.6,0.0116,0.0116,0.252173913,3.06482e-4,0.0059,0.006,0.326086957,5.54547e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
709,IPPU4,Polemoniaceae,Ipomopsis,pumila,Ipomopsis,pumila,y,C3,a,f,core_black,1.2322556,4,TRUE,0.0575,0.0094,131.0910213,0.163478261,FALSE,NA,NA,NA,NA,NA,NA,0.0625,30.2,1.3,1.6,0.0128,17.1,1.2,0.5,0.0138,0.0137,0.2192,2.73742e-4,0.0034,0.0042,0.328125,4.09684e-4,NA,NA,NA,17.03,1.383,0.08120963,NA,NA,NA,NA,NA
710,IPPU4,Polemoniaceae,Ipomopsis,pumila,Ipomopsis,pumila,y,C3,a,f,core_black,2.20257624,7,TRUE,0.0986,0.0146,150.8613863,0.148073022,FALSE,3.287,3.875444444,-27.68255556,2.495943656,45.15670987,18.09203896,0.0723,37.1,1.3,1.1,0.0173,19.7,1.6,1.3,0.0192,0.0183,0.253112033,4.35132e-4,0.0052,0.005,0.289017341,1.53155e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,KAPA,Zygophyllaceae,Kallstroemia,parviflora,Kallstroemia,parviflora,y,C4,a,f,core_black,3.2290258,15,TRUE,0.0589,0.0156,206.9888333,0.264855688,FALSE,3.28,5.7790375,-15.617375,1.274172521,44.99949372,35.31664118,NA,NA,NA,NA,NA,NA,NA,NA,0.0306,0.0307,NA,NA,0.0264,0.0266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.092,17,2.652470588
132,KAPA,Zygophyllaceae,Kallstroemia,parviflora,Kallstroemia,parviflora,y,C4,a,f,core_black,3.57870252,10,TRUE,0.0794,0.0207,172.8841797,0.26070529,FALSE,3.165,2.3620375,-16.297375,2.539814823,44.08024512,17.35569252,0.2185,27.6,2.7,2.7,0.2952,22.5,4.1,3.2,0.0475,0.0473,0.216475973,2.9932e-4,0.0831,0.083,0.281165312,3.50772e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,KAPA,Zygophyllaceae,Kallstroemia,parviflora,Kallstroemia,parviflora,y,C4,a,f,core_blue,1.37999724,5,TRUE,0.0326,0.006,229.99954,0.18404908,FALSE,NA,NA,NA,NA,NA,NA,0.0671,11.8,3,2.2,0.2262,39.2,2.8,1.7,0.0107,0.01,0.149031297,1.58369e-4,0.0563,0.0559,0.247126437,3.51646e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,KAPA,Zygophyllaceae,Kallstroemia,parviflora,Kallstroemia,parviflora,y,C4,a,f,core_black,1.83354472,7,TRUE,0.0335,0.0052,352.6047538,0.155223881,TRUE,NA,NA,NA,NA,NA,NA,0.1448,20.9,2.3,2.4,0.1132,30.8,1.2,1.8,0.0196,0.0194,0.133977901,2.13976e-4,0.0258,0.0258,0.227915194,4.67783e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,KAPA,Zygophyllaceae,Kallstroemia,parviflora,Kallstroemia,parviflora,y,C4,a,f,core_black,1.75870616,8,TRUE,0.0289,0.0056,314.0546714,0.193771626,FALSE,0.967,5.5560375,-15.384375,1.256926026,44.83758428,35.67241299,0.0677,23.5,1.4,1.4,0.0436,24.3,1.3,0.7,0.0092,0.0091,0.134416544,2.51552e-4,0.01,0.0097,0.222477064,4.93445e-4,NA,NA,NA,NA,NA,NA,NA,NA,26.824,13,2.063384615
502,KAPA,Zygophyllaceae,Kallstroemia,parviflora,Kallstroemia,parviflora,y,C4,a,f,core_black,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.61933885,0.038626397,0.036740333,22.23,1.41,0.0634278,0.026796232,38.37744252,NA,NA,NA
503,KAPA,Zygophyllaceae,Kallstroemia,parviflora,Kallstroemia,parviflora,y,C4,a,f,core_black,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.12410779,0.034317642,0.014098412,18.27,1.4,0.076628352,0.048070142,99.3019669,NA,NA,NA
504,KAPA,Zygophyllaceae,Kallstroemia,parviflora,Kallstroemia,parviflora,y,C4,a,f,core_black,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.47800389,0.041319422,0.047533477,23.46,1.907,0.081287298,0.030522742,40.119093,NA,NA,NA
702,LAOCO,Boraginaceae,Lappula,occidentalis,Lappula,occidentalis,y,C3,a,f,core_creosote,1.1483848,8,TRUE,0.0179,0.0039,294.457641,0.217877095,FALSE,NA,NA,NA,NA,NA,NA,0.0859,40.1,1.4,1.6,0.0604,29.2,1.9,1.4,0.0212,0.0219,0.254947614,3.08592e-4,0.0149,0.0147,0.243377483,2.3365e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711,LAOCO,Boraginaceae,Lappula,occidentalis,Lappula,occidentalis,y,C3,a,f,core_black,3.18580008,6,TRUE,0.0883,0.0148,215.2567622,0.167610419,FALSE,3.145,5.064444444,-29.10855556,1.399069697,38.45605641,27.48687682,0.1489,45,2,1.6,0.3304,40.1,3.5,2.5,0.0474,0.0473,0.317662861,4.11368e-4,0.0891,0.089,0.26937046,3.11108e-4,NA,NA,NA,NA,NA,NA,NA,NA,15.659,15,1.043933333
712,LAOCO,Boraginaceae,Lappula,occidentalis,Lappula,occidentalis,y,C3,a,f,core_black,4.84386128,7,TRUE,0.1208,0.0224,216.2438071,0.185430464,FALSE,3.307,6.916444444,-28.63255556,1.771729855,38.62356483,21.79991759,0.1043,28.7,1.9,2.1,0.4018,35.5,4,2.8,0.0338,0.0336,0.322147651,3.72346e-4,0.1054,0.1048,0.260826282,3.21811e-4,NA,NA,NA,0.792,0.03,0.037878788,NA,NA,9.366,9,1.040666667
713,LAOCO,Boraginaceae,Lappula,occidentalis,Lappula,occidentalis,y,C3,a,f,core_black,2.10451192,6,TRUE,0.0497,0.0098,214.7461143,0.197183099,FALSE,3.258,5.598444444,-28.33655556,3.115870158,41.99147394,13.47664434,0.0507,39.1,1.5,1.3,0.0994,42.5,1.9,0.9,0.0134,0.0138,0.272189349,2.28886e-4,0.0224,0.0226,0.227364185,3.31353e-4,NA,NA,NA,NA,NA,NA,NA,NA,7.599,9,0.844333333
714,LAOCO,Boraginaceae,Lappula,occidentalis,Lappula,occidentalis,y,C3,a,f,core_black,1.28580388,7,TRUE,0.0271,0.005,257.160776,0.184501845,FALSE,NA,NA,NA,NA,NA,NA,0.0668,29.3,1.3,1.6,NA,NA,NA,NA,0.0201,0.0196,0.293413174,4.03661e-4,NA,NA,NA,NA,NA,NA,NA,0.76,0.07,0.092105263,NA,NA,6.053,7,0.864714286
715,LAOCO,Boraginaceae,Lappula,occidentalis,Lappula,occidentalis,y,C3,a,f,core_black,1.14386868,6,TRUE,0.0208,0.0044,259.9701545,0.211538462,FALSE,NA,NA,NA,NA,NA,NA,0.0816,35.6,1.6,1.6,0.266,42.6,3,2.1,0.0222,0.0239,0.292892157,3.33902e-4,0.0649,0.0646,0.242857143,2.93879e-4,NA,NA,NA,NA,NA,NA,NA,NA,7.417,9,0.824111111
458,LATR2,Zygophyllaceae,Larrea,tridentata,Larrea,tridentata,y,C3,p,s,core_creosote,3.48773496,10,TRUE,0.0892,0.0326,106.985735,0.365470852,FALSE,3.253,4.8925375,-26.013375,2.936567295,49.80516443,16.96033478,1.5705,29,7,7.2,NA,NA,NA,NA,0.955,0.9512,0.605666985,8.28398e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459,LATR2,Zygophyllaceae,Larrea,tridentata,Larrea,tridentata,y,C3,p,s,core_creosote,2.68322044,5,TRUE,0.0661,0.0253,106.0561439,0.382753404,FALSE,3.242,6.8862375,-27.351375,2.789157507,47.87657844,17.16524733,2.6684,42.4,8.3,8,NA,NA,NA,NA,1.631,1.6245,0.608791785,7.34345e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
460,LATR2,Zygophyllaceae,Larrea,tridentata,Larrea,tridentata,y,C3,p,s,core_creosote,2.27935028,5,TRUE,0.0587,0.0213,107.0117502,0.36286201,FALSE,NA,NA,NA,NA,NA,NA,1.9815,34.5,7.9,7.7,NA,NA,NA,NA,1.2451,1.2407,0.626141812,7.52567e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
461,LATR2,Zygophyllaceae,Larrea,tridentata,Larrea,tridentata,y,C3,p,s,core_creosote,2.30838248,5,TRUE,0.063,0.023,100.3644557,0.365079365,FALSE,NA,NA,NA,NA,NA,NA,3.3334,44.9,8.7,10.1,NA,NA,NA,NA,2.1183,2.1075,0.632237355,6.75109e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
462,LATR2,Zygophyllaceae,Larrea,tridentata,Larrea,tridentata,y,C3,p,s,core_creosote,2.67870432,5,TRUE,0.0738,0.0257,104.2297401,0.348238482,FALSE,3.013,6.6385375,-25.257375,2.97343479,49.79094178,16.74526105,4.5758,38.7,11.1,11.9,NA,NA,NA,NA,2.9206,2.9081,0.635539141,7.23166e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,LATR2,Zygophyllaceae,Larrea,tridentata,Larrea,tridentata,y,C3,p,s,core_creosote,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.03357983,0.032846954,0.003585087,7.08,0.443,0.062570621,0.04015016,123.5674325,NA,NA,NA
489,LATR2,Zygophyllaceae,Larrea,tridentata,Larrea,tridentata,y,C3,p,s,core_creosote,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.74694385,0.019276652,0.00212815,7.43,0.25,0.033647376,0.025649065,117.4729179,NA,NA,NA
490,LATR2,Zygophyllaceae,Larrea,tridentata,Larrea,tridentata,y,C3,p,s,core_creosote,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8896,26.6,5.6,6.3,NA,NA,NA,NA,0.4673,0.4686,0.526753597,6.32844e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,LATR2,Zygophyllaceae,Larrea,tridentata,Larrea,tridentata,y,C3,p,s,core_creosote,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3531,17.2,4.6,4.8,NA,NA,NA,NA,0.1696,0.1709,0.483998867,5.72615e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,LATR2,Zygophyllaceae,Larrea,tridentata,Larrea,tridentata,y,C3,p,s,core_creosote,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3758,28.3,7.3,7,NA,NA,NA,NA,0.706,0.7037,0.511484227,6.19207e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
801,LATR2,Zygophyllaceae,Larrea,tridentata,Larrea,tridentata,y,C3,p,s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.444,11,3.494909091
802,LATR2,Zygophyllaceae,Larrea,tridentata,Larrea,tridentata,y,C3,p,s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.002,15,5.200133333
803,LATR2,Zygophyllaceae,Larrea,tridentata,Larrea,tridentata,y,C3,p,s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.046,14,4.646142857
804,LATR2,Zygophyllaceae,Larrea,tridentata,Larrea,tridentata,y,C3,p,s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.735,7,4.533571429
805,LATR2,Zygophyllaceae,Larrea,tridentata,Larrea,tridentata,y,C3,p,s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.239,10,5.5239
465,LIPU4,Linaceae,Linum,puberulum,Linum,puberulum,y,C3,a,f,core_black,0.97677224,5,TRUE,0.0455,0.0121,80.72497851,0.265934066,FALSE,3.087,-1.2039625,-26.314375,1.310639049,46.64230293,35.587451,0.0585,46.5,1,1.1,0.0253,51,0.8,1,0.0219,0.0218,0.372649573,5.41012e-4,0.009,0.0088,0.347826087,2.70119e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,LIPU4,Linaceae,Linum,puberulum,Linum,puberulum,y,C3,a,f,core_black,0.89096596,5,TRUE,0.0396,0.0101,88.21445149,0.255050505,FALSE,NA,NA,NA,NA,NA,NA,0.0754,42.7,1.2,1.2,0.0241,22.9,0.7,1.3,0.0287,0.0284,0.376657825,5.88083e-4,0.0091,0.009,0.373443983,4.85825e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,LIPU4,Linaceae,Linum,puberulum,Linum,puberulum,y,C3,a,f,core_black,1.18967504,5,TRUE,0.0474,0.0131,90.81488855,0.276371308,FALSE,3.205,-1.8539625,-27.504375,1.392124959,45.9562905,33.01161308,0.0744,30.9,1.6,1.4,0.0436,32.7,0.8,1.3,0.0289,0.0289,0.38844086,5.28475e-4,0.0183,0.0177,0.405963303,6.13518e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,LIPU4,Linaceae,Linum,puberulum,Linum,puberulum,y,C3,a,f,core_black,1.28128776,5,TRUE,0.0587,0.0142,90.23153239,0.241908007,FALSE,3.167,-0.4189625,-26.667375,1.529261093,46.14110472,30.1721563,0.1089,24.4,2.1,1.8,0.0783,37.8,1.1,1.6,0.0436,0.0432,0.396694215,5.9167e-4,0.0327,0.0327,0.417624521,5.97534e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,LIPU4,Linaceae,Linum,puberulum,Linum,puberulum,y,C3,a,f,core_black,0.82709512,5,TRUE,0.0324,0.0075,110.2793493,0.231481481,FALSE,NA,NA,NA,NA,NA,NA,0.0445,30.4,1,1.3,0.0176,22.4,1.1,0.6,0.0153,0.015,0.337078652,4.72364e-4,0.0068,0.006,0.340909091,4.58807e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,LIPU4,Linaceae,Linum,puberulum,Linum,puberulum,y,C3,a,f,core_black,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.12465773,0.026274481,0.010603209,26.54,0.995,0.03749058,0.034163492,93.83952008,NA,NA,NA
494,LIPU4,Linaceae,Linum,puberulum,Linum,puberulum,y,C3,a,f,core_black,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8870976,0.038371932,0.008192567,9.71,1.065,0.109680742,0.135030661,129.9958789,NA,NA,NA
495,LIPU4,Linaceae,Linum,puberulum,Linum,puberulum,y,C3,a,f,core_black,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.57694839,0.023617215,0.001838654,3.98,0.25,0.06281407,0.054621547,135.9690366,NA,NA,NA
807,LIPU4,Linaceae,Linum,puberulum,Linum,puberulum,y,C3,a,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.13,13,0.779230769
808,LIPU4,Linaceae,Linum,puberulum,Linum,puberulum,y,C3,a,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.524,18,0.584666667
330,LYPH,Poaceae,Lycurus,phleoides,Lycurus,phleoides,y,C4,p,g,core_PJ,4.36257192,5,TRUE,0.0458,0.0172,253.6379023,0.375545852,FALSE,NA,NA,NA,NA,NA,NA,0.0109,20,0.5,0.5,0.0115,58.9,0.3,0.1,0.0061,0.006,0.550458716,0.001527889,0.0037,0.0037,0.32173913,0.001845758,NA,NA,NA,NA,NA,NA,NA,NA,1.176,11,0.106909091
331,LYPH,Poaceae,Lycurus,phleoides,Lycurus,phleoides,y,C4,p,g,core_PJ,4.12644336,6,FALSE,0.058,0.0232,177.8639379,0.4,FALSE,3.087,-2.6719625,-16.275375,1.892660406,46.76696654,24.7096449,0.0348,25,0.3,1.1,0.0144,47.3,0.3,0.3,0.0121,0.0121,0.347701149,0.0011342,0.0054,0.0053,0.368055556,0.001585195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,LYPH,Poaceae,Lycurus,phleoides,Lycurus,phleoides,y,C4,p,g,core_PJ,3.42967056,5,TRUE,0.039,0.0153,224.1614745,0.392307692,FALSE,NA,NA,NA,NA,NA,NA,0.284,20.5,1.2,0.4,0.0148,53.1,0.3,0.2,0.0101,0.0101,0.03556338,9.04765e-4,0.0037,0.0037,0.25,0.00140083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
333,LYPH,Poaceae,Lycurus,phleoides,Lycurus,phleoides,y,C4,p,g,core_PJ,5.39934404,5,TRUE,0.0597,0.0215,251.1322809,0.360134003,FALSE,3.098,-3.0069625,-15.705375,2.049714602,47.39767085,23.12403434,0.0371,21.2,0.5,1.4,0.0205,53.2,0.1,0.4,0.0121,0.0121,0.326145553,7.49184e-4,0.0047,0.0045,0.219512195,0.001538556,NA,NA,NA,NA,NA,NA,NA,NA,1.28,11,0.116363636
334,LYPH,Poaceae,Lycurus,phleoides,Lycurus,phleoides,y,C4,p,g,core_PJ,4.36192676,5,TRUE,0.0459,0.0176,247.8367477,0.383442266,FALSE,3.108,-3.2789625,-15.804375,1.625627947,42.54805441,26.17330398,0.0216,23.5,0.2,0.5,0.0123,54,0.2,0.2,0.0076,0.0076,0.351851852,0.003167473,0.0036,0.0035,0.284552846,0.002063121,NA,NA,NA,NA,NA,NA,NA,NA,1.76,14,0.125714286
670,LYPH,Poaceae,Lycurus,phleoides,Lycurus,phleoides,y,C4,p,g,core_PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.73219883,0.107211828,0.494880215,444.67,84.53,0.190096026,1.34747389,170.8090109,NA,NA,NA
671,LYPH,Poaceae,Lycurus,phleoides,Lycurus,phleoides,y,C4,p,g,core_PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.67770321,0.09246341,0.207331464,195.98,31.77,0.162108378,1.00291362,153.2328925,NA,NA,NA
672,LYPH,Poaceae,Lycurus,phleoides,Lycurus,phleoides,y,C4,p,g,core_PJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.22072599,0.056816059,0.126283363,126.78,21.122,0.166603565,0.375697745,167.2587707,NA,NA,NA
455,MAGR10,Asteraceae,Machaeranthera,gracilis,Machaeranthera,gracilis,y,C3,a,f,core_blue,1.677416,10,TRUE,0.0409,0.009,186.3795556,0.2200489,FALSE,3.113,4.3170375,-31.628375,1.424143456,43.19271411,30.32890678,0.1044,47.7,1.2,1.5,0.2153,33,2.1,2.5,0.035,0.0349,0.334291188,5.09057e-4,0.0833,0.083,0.385508593,6.03845e-4,NA,NA,NA,NA,NA,NA,NA,NA,4.953,19,0.260684211
456,MAGR10,Asteraceae,Machaeranthera,gracilis,Machaeranthera,gracilis,y,C3,a,f,core_blue,1.5516098,10,TRUE,0.0353,0.0082,189.2207073,0.232294618,FALSE,3.018,3.4060375,-29.816375,1.625687005,41.91251266,25.78141581,0.1069,41.7,1.5,1.4,0.1926,57.1,1.1,2,0.0388,0.0386,0.361085126,5.60343e-4,0.0744,0.0742,0.385254413,6.69856e-4,NA,NA,NA,NA,NA,NA,NA,NA,6.148,20,0.3074
457,MAGR10,Asteraceae,Machaeranthera,gracilis,Machaeranthera,gracilis,y,C3,a,f,core_blue,1.82322216,10,TRUE,0.0451,0.0104,175.3098231,0.23059867,FALSE,3.201,4.0810375,-30.998375,1.887418833,39.54287964,20.95077094,0.0679,41.1,1.2,1.2,0.4631,37.7,2.5,3.9,0.022,0.0215,0.316642121,4.62535e-4,0.1869,0.1866,0.402936731,6.05771e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
618,MAGR10,Asteraceae,Machaeranthera,gracilis,Machaeranthera,gracilis,y,C3,a,f,core_blue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.00797444,0.042128711,0.051745138,48.58,2.557,0.052634829,0.055577322,49.4152708,NA,NA,NA
619,MAGR10,Asteraceae,Machaeranthera,gracilis,Machaeranthera,gracilis,y,C3,a,f,core_blue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.2089177,0.037343231,0.018497372,25.06,0.928,0.037031125,0.039984631,50.16928973,NA,NA,NA
